url,handle_action,destination
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_054_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_012_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_033_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_033_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_033_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_041_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_034_00_0004_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_004_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_004_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_009_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_010_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_010_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_010_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0005_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0006_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0007_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0008_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0009_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_045_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_051_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_070_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1998_070_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_007_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_007_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_007_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_009_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_009_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_009_00_0004_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_009_00_0005_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1999_009_00_0006_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0010_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_016_00_0013_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_031_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_031_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_039_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_042_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_042_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1988_042_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
